,Massachusetts,284,,,260,,,260,,,349,,,288,,,377,,,367,,,431,,,358,,,376,,,418,,,497,
,Michigan,233,,,203,,,325,,,211,,,277,,,284,,,284,,,279,,,277,,,258,,,267,,,348,
,Minnesota,203,,,188,,,126,,,170,,,204,,,149,,,213,,,146,,,115,,,189,,,63,!,,64,!
,Mississippi,238,,,302,,,302,,,316,,,305,,,260,,,436,,,383,,,322,,,474,,,568,,,572,
,Missouri,199,,,289,,,265,,,288,,,239,,,228,,,292,,,304,,,328,,,305,,,289,,,349,
,Montana,215,!,,309,!,,97,!,,64,!,,192,!,,355,,,224,!,,609,,,409,,,500,,,409,,,130,!
,Nebraska,179,!,,134,!,,245,,,260,,,365,,,233,,,319,,,249,,,331,,,174,!,,308,,,187,
,Nevada,274,,,272,,,278,,,336,,,280,,,294,,,274,,,347,,,355,,,301,,,349,,,217,
,New Hampshire,83,!,,175,!,,309,!,,153,!,,413,,,195,!,,305,!,,184,!,,301,!,,346,!,,197,!,,312,!
,New Jersey,265,,,266,,,241,,,229,,,279,,,208,,,207,,,234,,,256,,,252,,,203,,,173,
,New Mexico,194,,,459,,,319,,,240,,,239,,,211,,,251,,,345,,,267,,,229,,,250,,,332,
,New York,259,,,221,,,243,,,220,,,212,,,213,,,266,,,235,,,223,,,290,,,289,,,295,
,North Carolina,205,,,293,,,214,,,215,,,179,,,211,,,218,,,252,,,244,,,353,,,284,,,336,
,North Dakota,276,!,,0,,,0,,,71,!,,72,!,,212,!,,63,!,,0,,,0,,,244,!,,126,!,,0,
,Ohio,256,,,198,,,236,,,224,,,218,,,248,,,240,,,215,,,264,,,255,,,289,,,299,
,Oklahoma,235,,,372,,,328,,,248,,,358,,,324,,,343,,,404,,,392,,,353,,,315,,,415,
,Oregon,219,,,229,,,248,,,281,,,291,,,184,,,205,,,214,,,252,,,322,,,171,,,231,
,Pennsylvania,324,,,298,,,327,,,293,,,316,,,313,,,314,,,295,,,340,,,354,,,383,,,358,
,Rhode Island/d,89,!,,160,!,,205,!,,222,!,,330,,,197,!,,126,!,,223,!,,168,!,,69,!,,298,!,,194,!
,South Carolina,318,,,350,,,207,,,304,,,246,,,265,,,306,,,315,,,372,,,388,,,541,,,539,
,South Dakota,143,!,,179,!,,118,!,,236,!,,309,,,250,!,,166,!,,200,!,,198,!,,133,!,,308,,,156,!
,Tennessee,292,,,382,,,346,,,369,,,298,,,424,,,395,,,399,,,475,,,474,,,436,,,619,
,Texas,275,,,295,,,269,,,234,,,261,,,298,,,282,,,265,,,274,,,266,,,311,,,337,
,Utah,121,!,,214,,,324,,,239,,,227,,,283,,,427,,,433,,,331,,,466,,,403,,,327,
,Vermont/d,214,!,,142,!,,135,!,,241,!,,0,,,98,!,,385,!,,303,!,,229,!,,403,!,,300,!,,117,!
,Virginia,226,,,264,,,281,,,291,,,324,,,289,,,273,,,300,,,296,,,301,,,312,,,358,
,Washington,190,,,204,,,255,,,206,,,123,,,195,,,220,,,221,,,244,,,163,,,226,,,207,
,West Virginia,500,,,388,,,356,,,394,,,447,,,450,,,456,,,409,,,473,,,441,,,490,,,583,
,Wisconsin,231,,,197,,,189,,,113,,,214,,,205,,,192,,,257,,,201,,,285,,,183,,,221,
,Wyoming,336,!,,528,!,,402,!,,96,!,,139,!,,183,!,,175,!,,507,,,292,!,,468,,,331,!,,245,!
"Note: Data may have been revised from previously published statistics. Excludes executions. For execution data, see Capital Punishment, 2017: Selected Findings (NCJ 253060, BJS, July 2019). Mortality rates are based on the annual number of deaths and a 1-day custody population on December 31. Mortality rates are not adjusted for demographic differences among states. See Methodology. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"! Interpret with caution. Estimate is based on 10 or fewer cases, or coefficient of variation is greater than 50%. See Methodology – Interpreting rates among small populations, p. 24.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"a/Excludes deaths in private federal facilities. Until 2015, federal deaths were submitted as an aggregate count by the Federal Bureau of Prisons (BOP), with limited details regarding cause of death, and excluded deaths in private federal facilities. See appendix table 2 for deaths from 2015 to 2018 in federal prison facilities operated by the BOP or operated privately under a BOP contract.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b/Includes deaths in private state facilities. Includes nine prisoner deaths reported by the District of Columbia in 2001. As of December 30, 2001, sentenced felons from the District of Columbia were the responsibility of the BOP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c/Prisons and jails form one integrated system. Counts include deaths only in state-operated prisons and jails and exclude deaths in 15 locally operated jails.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d/Prisons and jails form one integrated system. Data include the total jail and prison population.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"e/Annually, Louisiana holds roughly half of its prison population in local jails. Since the calculation of mortality rates is based on the custody populations, which exclude prisoners held in local jails, the mortality rates for Louisiana prisoners will be high because the prisoners held in jails are generally healthier according to the Louisiana Department of Corrections.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: Bureau of Justice Statistics, Mortality in Correctional Institutions, 2001 and 2008–2018, and National Prisoner Statistics, 2001 and 2008–2018; and Federal Bureau of Prisons, 2001 and 2008–2018.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
